"Time","Location","Month","Intervention","mu","li","ui","xi","yi","Source","Year","Count"
52,0,"4",1,0.204670079428422,0.000332047478417661,0.687888820527295,0.0480753457390526,0.311769121134337,"Poultry",2009,7
53,0,"5",1,0.205813525720075,0.00108624446697389,0.752414113064289,0.0433792750459391,0.308499696723148,"Poultry",2009,5
54,0,"6",1,0.408857264528928,0.0630345126317702,0.827509789747462,0.246093345457377,0.557948974428559,"Poultry",2009,9
55,0,"7",1,0.622058241015133,0.185618706253922,0.939039515013474,0.484581409797471,0.780337512283375,"Poultry",2009,5
56,0,"8",1,0.447777170203423,0.104909478717607,0.829011258405093,0.301484524393255,0.586649337502851,"Poultry",2009,9
57,0,"9",1,0.505834848806044,0.119263200573476,0.892255110197383,0.346132073547538,0.665475364225358,"Poultry",2009,7
58,0,"10",1,0.787090535576483,0.466854334381437,0.971815816142061,0.711128027515306,0.888489112998562,"Poultry",2009,13
59,0,"11",1,0.455089136784512,0.0669834856713328,0.871183398876048,0.281285722268283,0.623180985286152,"Poultry",2009,7
60,0,"12",1,0.815404551241045,0.48064831054952,0.985006382761084,0.741350135572257,0.91976198912136,"Poultry",2009,17
61,0,"1",1,0.662494974337904,0.297182756912971,0.929607250917767,0.55296149941998,0.790590696631857,"Poultry",2010,13
62,0,"2",1,0.456998093035395,0.0860454711239755,0.860234612727303,0.30288418985548,0.60609645722323,"Poultry",2010,16
63,0,"3",1,0.391687843093734,0.119442208161605,0.703202598470619,0.281028854148217,0.495909756951381,"Poultry",2010,16
64,0,"4",1,0.124973754908088,0.000312352487099623,0.509737801908711,0.0235489137758143,0.17857021290971,"Poultry",2010,8
65,0,"5",1,0.112354001373536,0.00099596577629442,0.434730955339085,0.02818841243515,0.157163958241325,"Poultry",2010,12
66,0,"6",1,0.671751975568702,0.232031138438688,0.961309414206777,0.540857008797399,0.829822081844958,"Poultry",2010,9
67,0,"7",1,0.70934692518608,0.326959862569373,0.958956631361517,0.603227902176872,0.839864550599379,"Poultry",2010,12
68,0,"8",1,0.427087084276361,0.0836877330264576,0.813734790729699,0.282206067836889,0.564197919339895,"Poultry",2010,11
69,0,"9",1,0.323961602073398,0.068204400780595,0.656137013190088,0.2083074337651,0.425479210317405,"Poultry",2010,11
70,0,"10",1,0.760200459037183,0.423493719735212,0.967429736342985,0.672391209414437,0.87152087037823,"Poultry",2010,6
71,0,"11",1,0.491614887607934,0.125175469103077,0.870711248074847,0.3433943661318,0.638772256731237,"Poultry",2010,12
72,0,"12",1,0.82476584518837,0.485639654352063,0.985817524143411,0.756179529329655,0.926446867289637,"Poultry",2010,9
73,0,"1",1,0.742784471251974,0.390223176646755,0.965216915846033,0.648066787423894,0.861335339139037,"Poultry",2011,7
74,0,"2",1,0.307727546310959,0.0289005638323981,0.765985945740391,0.146203510258119,0.437657938497299,"Poultry",2011,7
75,0,"3",1,0.258117732982427,0.0259488982543723,0.671344043197833,0.123892528906043,0.358972560422402,"Poultry",2011,9
76,0,"4",1,0.180648999269458,0.000326229352216364,0.630853277869697,0.0438177856018738,0.269237402584589,"Poultry",2011,4
77,0,"5",1,0.156750355908964,0.00122316603798812,0.508244480942264,0.0509429519173661,0.226575554063329,"Poultry",2011,10
78,0,"6",1,0.393381463888737,0.0865928597468275,0.765971233697585,0.25813413308175,0.515335689679137,"Poultry",2011,14
79,0,"7",1,0.494183550900229,0.156854819319976,0.836924526914424,0.362198760927447,0.625216232601521,"Poultry",2011,14
80,0,"8",1,0.561846769875824,0.219703852751514,0.879397533277003,0.436969566102508,0.69100877059452,"Poultry",2011,10
81,0,"9",1,0.454121885503395,0.143142650194303,0.796700951319551,0.326212870936652,0.575799888777787,"Poultry",2011,8
82,0,"10",1,0.705515583667153,0.311715999932132,0.958351419341757,0.597918240113099,0.839031283211841,"Poultry",2011,10
83,0,"11",1,0.502069411790109,0.163720969141444,0.827641713215434,0.376901296719329,0.629180216675074,"Poultry",2011,17
84,0,"12",1,0.775195356738358,0.415728234492303,0.978664046804227,0.687581265240483,0.891651970531302,"Poultry",2011,10
85,0,"1",1,0.700578284668546,0.247071440460686,0.968176667365473,0.579222683569735,0.855538312695605,"Poultry",2012,7
86,0,"2",1,0.44002143354682,0.110730894304205,0.809779327010401,0.301427439634056,0.571258667500423,"Poultry",2012,10
87,0,"3",1,0.400400187571216,0.0635116839995816,0.830768797367031,0.237697193715492,0.545256517671344,"Poultry",2012,10
88,0,"4",1,0.113083869588215,0.000298763900101372,0.483042096785055,0.0213000770965622,0.157467981791162,"Poultry",2012,3
89,0,"5",1,0.154911391957005,0.00107193780194674,0.617175339363519,0.0343633332800079,0.219038919620327,"Poultry",2012,6
90,0,"6",1,0.706880890148598,0.28898592999998,0.966201832964241,0.589953876319056,0.852907283139437,"Poultry",2012,8
91,0,"7",1,0.601181500626073,0.182185601427001,0.931797234880218,0.459580575630326,0.758359312761168,"Poultry",2012,8
92,0,"8",1,0.540284429455603,0.152720370565718,0.89821356411705,0.392098411533343,0.693313223336525,"Poultry",2012,9
93,0,"9",1,0.251375003041958,0.0372323831566234,0.589596619567729,0.139520096897407,0.340199375159826,"Poultry",2012,15
94,0,"10",1,0.546651159715768,0.202183515388618,0.878781782457925,0.417189211205422,0.677839023270699,"Poultry",2012,15
95,0,"11",1,0.54487039899575,0.169076913674911,0.8920813612059,0.404663942701262,0.68983078417742,"Poultry",2012,10
96,0,"12",1,0.600989074316643,0.146501556883545,0.963229495246656,0.432896049826786,0.786239839322241,"Poultry",2012,10
97,0,"1",1,0.336054804920699,0.0553244880992771,0.731317277237739,0.197975630444942,0.454024535422061,"Poultry",2013,14
98,0,"2",1,0.394800264336931,0.0678507499614554,0.804809420613621,0.239322260352238,0.535302378921977,"Poultry",2013,3
99,0,"3",1,0.416776120736251,0.0745721063802651,0.848653265837383,0.254456913006936,0.564000104470192,"Poultry",2013,8
100,0,"4",1,0.147023509191467,0.000311690695046692,0.648464378142255,0.0241395890530783,0.205950763711597,"Poultry",2013,1
101,0,"5",1,0.303486561299056,0.00127065938454359,0.805340205888135,0.107106093435801,0.464151340559193,"Poultry",2013,3
102,0,"6",1,0.30581744828932,0.0347558871893761,0.716342523346351,0.158645092750684,0.427343425666354,"Poultry",2013,8
103,0,"7",1,0.478107098658024,0.110291826953414,0.852647516935347,0.330831120262424,0.624956632479544,"Poultry",2013,15
104,0,"8",1,0.466881000041752,0.141691051858827,0.834907626745418,0.330567431544114,0.595197220152094,"Poultry",2013,11
105,0,"9",1,0.460473801418923,0.150148000286334,0.809142356017774,0.332765389113039,0.581557533703298,"Poultry",2013,17
106,0,"10",1,0.814483982063887,0.492454010953518,0.982007501124781,0.74138064755102,0.916104212357542,"Poultry",2013,13
107,0,"11",1,0.46984810148682,0.18960005087893,0.762067338468117,0.364621000073708,0.573437254620644,"Poultry",2013,23
108,0,"12",1,0.813237694733102,0.555659426890311,0.97366730714239,0.748196930100068,0.896713208810631,"Poultry",2013,28
109,0,"1",1,0.602644400420179,0.202809451327593,0.916496803508609,0.470004371692072,0.75217399126039,"Poultry",2014,12
110,0,"2",1,0.586488703976058,0.266292288956503,0.891032064899411,0.471383344728891,0.704147028983386,"Poultry",2014,15
111,0,"3",1,0.259662929209439,0.0622947591676649,0.539914443540447,0.166408193255275,0.337224021302581,"Poultry",2014,16
112,0,"4",1,0.132238191903293,0.000303164005128666,0.577355136265281,0.0229777755286944,0.183431473971936,"Poultry",2014,3
113,0,"5",1,0.162022870052364,0.0010184645875635,0.576831201189408,0.0409071126735924,0.237075455854577,"Poultry",2014,5
114,0,"6",1,0.369522090032949,0.0723740862737484,0.743562635485466,0.234276864224903,0.490483705574641,"Poultry",2014,9
115,0,"7",1,0.574271492957141,0.18864599844296,0.912615945734483,0.434960643740162,0.72199798158402,"Poultry",2014,12
116,0,"8",1,0.472048836123067,0.216468069640649,0.740171416645469,0.375271124744373,0.56684439692897,"Poultry",2014,18
117,0,"9",1,0.265470976628786,0.0579805423486739,0.55650912121277,0.166691984029988,0.348546706249828,"Poultry",2014,12
118,0,"10",1,0.674086669472884,0.314590859295715,0.951358598414183,0.557624592975185,0.805846686915419,"Poultry",2014,14
119,0,"11",1,0.632593581539273,0.284948240016535,0.90588597992714,0.522168761519007,0.75701028999956,"Poultry",2014,19
120,0,"12",1,0.730034715805955,0.392174019305363,0.959052815836306,0.632865210859088,0.847261954549151,"Poultry",2014,14
1,1,"1",0,0.709407166343561,0.122855097378285,0.991181870560136,0.546297724443844,0.920649919353989,"Poultry",2005,NA
2,1,"2",0,0.902135576807998,0.222068878969622,0.999992135694434,0.918245981933643,0.998937073495272,"Poultry",2005,4
3,1,"3",0,0.430098177161444,0.000465595849137039,0.997907211440053,0.0513114707789479,0.823013315464671,"Poultry",2005,5
4,1,"4",0,0.793689859392537,0.319199216303873,0.999050774305146,0.684181677049211,0.951006158324662,"Poultry",2005,7
5,1,"5",0,0.623905633703992,0.0174849442100118,0.995682864691261,0.403462191163712,0.881350201531784,"Poultry",2005,16
6,1,"6",0,0.611048846979622,0.00348000748841692,0.998577057361651,0.304641426980164,0.932689390891396,"Poultry",2005,5
7,1,"7",0,0.663507624055015,0.0218308999028788,0.999051681347952,0.40009760024611,0.955289735911208,"Poultry",2005,5
8,1,"8",0,0.218669588979854,0.000298578566344909,0.924818793078044,0.0163925825829714,0.3375451858111,"Poultry",2005,11
9,1,"9",0,0.0458629967724602,3.19252351292557e-05,0.304916578067072,0.00200601189655821,0.0482776319215271,"Poultry",2005,12
10,1,"10",0,0.114814603867034,0.000261877435122871,0.551592022267161,0.0123305498799723,0.158490348621227,"Poultry",2005,16
11,1,"11",0,0.506484608245899,0.0225553419764075,0.975847900662177,0.271861534810391,0.743100255503674,"Poultry",2005,36
12,1,"12",0,0.647469922120877,0.0837916772773794,0.999616714552847,0.433601292451212,0.900037955056257,"Poultry",2005,20
13,1,"1",0,0.765208198106133,0.231586278241717,0.991264743868397,0.654657374191052,0.929755917969675,"Poultry",2006,18
14,1,"2",0,0.901567883296722,0.218373253787953,0.999992014658379,0.918131294069563,0.998934450363741,"Poultry",2006,16
15,1,"3",0,0.452049856456427,0.000462980589447912,0.997921776344967,0.0590800284837481,0.847105579335356,"Poultry",2006,16
16,1,"4",0,0.761662529993928,0.279321141284855,0.998952637337905,0.6375322778954,0.929197788753169,"Poultry",2006,9
17,1,"5",0,0.475925104744921,0.00791926583396074,0.995304067651247,0.16844034755161,0.785122514467638,"Poultry",2006,24
18,1,"6",0,0.590878811794849,0.0033953204645767,0.998554893014737,0.28212612737124,0.921131763147128,"Poultry",2006,23
19,1,"7",0,0.74345229126522,0.0629921092729203,0.99904409228645,0.595894759677077,0.961918759051172,"Poultry",2006,14
20,1,"8",0,0.201875323741233,0.000292187622919761,0.867461764813484,0.0165270838229359,0.312122890968201,"Poultry",2006,15
21,1,"9",0,0.0471765749399951,3.29508370957934e-05,0.315282186328415,0.002065456143827,0.0489977421870843,"Poultry",2006,10
22,1,"10",0,0.151602954575981,0.000261270706565848,0.726085805468275,0.0134107758393933,0.213984576215043,"Poultry",2006,11
23,1,"11",0,0.585492696598107,0.0423833767068433,0.983013700356391,0.369462450662496,0.824672037760048,"Poultry",2006,23
24,1,"12",0,0.747454312202749,0.159062235715059,0.999633162115108,0.599942274938012,0.952012395121763,"Poultry",2006,29
25,1,"1",0,0.668488774079688,0.17415711653321,0.982228350897072,0.514015016487236,0.855362405644749,"Poultry",2007,28
26,1,"2",0,0.920866629590831,0.377060507954678,0.999992031235058,0.930100515575443,0.998928740817829,"Poultry",2007,17
27,1,"3",0,0.399540361012738,0.000452353419404283,0.997816448103319,0.0481527257449241,0.765488160062737,"Poultry",2007,10
28,1,"4",0,0.833747762050772,0.354698093952095,0.999086976700706,0.75832834026942,0.96546447124859,"Poultry",2007,9
29,1,"5",0,0.442368280516654,0.00780793246825935,0.995039154678266,0.152650411583684,0.720222397919641,"Poultry",2007,17
30,1,"6",0,0.689999049852281,0.00429378282203294,0.998629912784556,0.502891161899364,0.943496820297939,"Poultry",2007,14
31,1,"7",0,0.635564520672477,0.0200080561526273,0.999028080233724,0.336936744879335,0.951040600094106,"Poultry",2007,16
32,1,"8",0,0.176095414741435,0.000286014742815094,0.84712908818933,0.0150970511801077,0.249177411537099,"Poultry",2007,6
33,1,"9",0,0.0416208622052736,3.18716705876802e-05,0.270160028728263,0.00199798015233332,0.0454281683760686,"Poultry",2007,9
34,1,"10",0,0.21679481072996,0.000255823423334815,0.844988845047516,0.0163930080102971,0.357581764275458,"Poultry",2007,18
35,1,"11",0,0.37416853761368,0.0175344546773493,0.954159568471141,0.164856840285657,0.544093917453493,"Poultry",2007,30
36,1,"12",0,0.733286462296394,0.112187510186982,0.99964191883612,0.573800319848518,0.95211012444036,"Poultry",2007,26
37,1,"1",1,0.722637077796492,0.177561898862137,0.986599621315347,0.58896862691112,0.904730424008414,"Poultry",2008,4
38,1,"2",1,0.792365495268354,0.188578645678332,0.999971885104019,0.67765689101821,0.975590436439605,"Poultry",2008,4
39,1,"3",1,0.456567136507887,0.00689089280010427,0.950588156587791,0.201138452734384,0.705243723609514,"Poultry",2008,4
40,1,"4",1,0.082774550934603,1.49624066544396e-06,0.704476641917576,0.000570061612096917,0.0625931847900803,"Poultry",2008,4
41,1,"5",1,0.301204678365077,0.000132154883360406,0.941963981768031,0.0381145037061022,0.513820180617824,"Poultry",2008,3
42,1,"6",1,0.10074352404478,1.33010309577857e-05,0.641229352617025,0.00299919646147548,0.117154410930383,"Poultry",2008,3
43,1,"7",1,0.272675602000094,0.00249037866593595,0.874147054660326,0.0697193741314353,0.418926631180989,"Poultry",2008,6
44,1,"8",1,0.132510437427936,0.000348810149846791,0.468318946760758,0.0348895454036871,0.193059781718616,"Poultry",2008,27
45,1,"9",1,0.0823484802679308,6.61881991312415e-07,0.541482456093071,0.000498842517620365,0.0949531346908145,"Poultry",2008,12
46,1,"10",1,0.362033597500294,0.00957844259897553,0.909040068261865,0.133829952352284,0.560446714278387,"Poultry",2008,4
47,1,"11",1,0.219135062251676,0.00147464446209496,0.785374794797912,0.0508497789481582,0.325909874469162,"Poultry",2008,6
48,1,"12",1,0.559613003440934,0.0420000218646117,0.986357803057689,0.331279102497555,0.802308939869692,"Poultry",2008,14
49,1,"1",1,0.765999161480907,0.355712603193029,0.985230925227888,0.664819843439992,0.902997239501114,"Poultry",2009,15
50,1,"2",1,0.781499688459271,0.146222778639455,0.99997330300469,0.659448185369834,0.975414961073853,"Poultry",2009,5
51,1,"3",1,0.456695156612924,0.00629752909657541,0.952102825891493,0.200062253396407,0.704225699075431,"Poultry",2009,6
52,1,"4",1,0.0744027253978515,1.53183195174824e-06,0.632712147099726,0.000555287237169405,0.0580284175740347,"Poultry",2009,7
53,1,"5",1,0.301879054218529,0.000134329832668183,0.944626770318753,0.0387956638342353,0.516707074463254,"Poultry",2009,5
54,1,"6",1,0.107557931560173,1.30279652493864e-05,0.684763612362402,0.00298395670086102,0.124194642820164,"Poultry",2009,9
55,1,"7",1,0.299072958487557,0.00260167604370162,0.877670146388648,0.0828902164910073,0.467551766743062,"Poultry",2009,5
56,1,"8",1,0.314793415279914,0.000433495659291999,0.851043967868901,0.103013192401367,0.489802180165204,"Poultry",2009,9
57,1,"9",1,0.0669097795509094,6.45958221256879e-07,0.470430290877124,0.000493939811497126,0.0712527133416557,"Poultry",2009,7
58,1,"10",1,0.41396504580333,0.0213159452356404,0.860754678292032,0.227485015115137,0.591328750387027,"Poultry",2009,13
59,1,"11",1,0.178228888617586,0.00145830683919262,0.651403333943483,0.0442103578414522,0.259246692775828,"Poultry",2009,7
60,1,"12",1,0.542047115228505,0.0417835722641876,0.986069135426386,0.308974418692713,0.786144165580875,"Poultry",2009,17
61,1,"1",1,0.780619981467133,0.322036708096356,0.98788345730444,0.684835471362228,0.920873095194338,"Poultry",2010,13
62,1,"2",1,0.716702053585125,0.10598090983701,0.999973075424817,0.535164369828581,0.957662453481003,"Poultry",2010,16
63,1,"3",1,0.401007916049568,0.00691698174526745,0.913880906488009,0.181819812502569,0.598842511897654,"Poultry",2010,16
64,1,"4",1,0.0782913433961587,1.49388309625618e-06,0.675323919880371,0.000560169533249548,0.0592790911146843,"Poultry",2010,8
65,1,"5",1,0.249505575329878,0.000140459641184209,0.857151306170128,0.0397080605578698,0.396122646985921,"Poultry",2010,12
66,1,"6",1,0.0948884110591706,1.33114391245447e-05,0.594464110457449,0.00296185537497271,0.111198523956723,"Poultry",2010,9
67,1,"7",1,0.30721192274186,0.00253477270262148,0.903748900767749,0.0791327480916338,0.489376752526731,"Poultry",2010,12
68,1,"8",1,0.184299560257581,0.000396733557313097,0.704219770563663,0.0407138153403924,0.26810456291371,"Poultry",2010,11
69,1,"9",1,0.0844983513997187,6.31083187463973e-07,0.604297444405103,0.000491509972289908,0.0865802634285229,"Poultry",2010,11
70,1,"10",1,0.290702335073193,0.00879529582072003,0.814562724943984,0.103720084532927,0.436494974625725,"Poultry",2010,6
71,1,"11",1,0.218821500283605,0.00146846187013436,0.784124961128977,0.051330306800709,0.325162721053595,"Poultry",2010,12
72,1,"12",1,0.610151668417124,0.0601592017051994,0.987871292115172,0.406803390318242,0.841454502730464,"Poultry",2010,9
73,1,"1",1,0.692973220492182,0.139252046227767,0.986159647477119,0.537499187301685,0.894188509450657,"Poultry",2011,7
74,1,"2",1,0.733241139493801,0.103324730750537,0.99997399027046,0.558266642849835,0.969408273674019,"Poultry",2011,7
75,1,"3",1,0.403391703502578,0.00721015885144488,0.894629503113255,0.190266708683236,0.599049663286027,"Poultry",2011,9
76,1,"4",1,0.0829958145290429,1.50606843721561e-06,0.701041788085558,0.000568221967446484,0.0630917609714253,"Poultry",2011,4
77,1,"5",1,0.276284696539369,0.000153019829197071,0.917939497152385,0.0406232223510501,0.452380979755761,"Poultry",2011,10
78,1,"6",1,0.0892265509057216,1.26909306339908e-05,0.559054769321905,0.00296060102488226,0.105915115462708,"Poultry",2011,14
79,1,"7",1,0.221031852374615,0.002222704168443,0.747618450959581,0.0587679318214275,0.329940223225633,"Poultry",2011,14
80,1,"8",1,0.263105200667958,0.000420398474715344,0.771291238048912,0.0849218588498878,0.398644837215384,"Poultry",2011,10
81,1,"9",1,0.0666589765169761,6.30074373022439e-07,0.464741659374074,0.000488462034466,0.0711962916707461,"Poultry",2011,8
82,1,"10",1,0.290265307208208,0.00853700854631879,0.81061990615258,0.103769767393878,0.435301787769121,"Poultry",2011,10
83,1,"11",1,0.18278841943182,0.00140693660080639,0.676132777272356,0.0442014038807319,0.264840446582189,"Poultry",2011,17
84,1,"12",1,0.496943723965425,0.0293853585914081,0.985903042823829,0.233988417793179,0.761143048033771,"Poultry",2011,10
85,1,"1",1,0.706518730053781,0.220012736151608,0.983936095413964,0.568157174813818,0.88222186176567,"Poultry",2012,7
86,1,"2",1,0.748081032440717,0.0942400897321232,0.999974165326,0.588169156736718,0.973829135043453,"Poultry",2012,10
87,1,"3",1,0.297578296908403,0.00575115285163657,0.856151194507843,0.106157188817023,0.442612595219877,"Poultry",2012,10
88,1,"4",1,0.0823825973344948,1.59290781575829e-06,0.708163096769313,0.000553629052009767,0.0623542955790928,"Poultry",2012,3
89,1,"5",1,0.369948178334425,0.000149213199215452,0.95300342923356,0.0608982330233213,0.639115591134962,"Poultry",2012,6
90,1,"6",1,0.130179134094722,1.36007669564019e-05,0.722686836222523,0.00327402291042891,0.175500437315877,"Poultry",2012,8
91,1,"7",1,0.318585305664666,0.00263232880307413,0.909888498836563,0.0842036456949076,0.509065815948553,"Poultry",2012,8
92,1,"8",1,0.172041373408173,0.000390333517845253,0.593085118178762,0.0436201076260892,0.255865522069896,"Poultry",2012,9
93,1,"9",1,0.0957520794396482,9.45060331581127e-07,0.564809475990868,0.000763117984861841,0.125647247858763,"Poultry",2012,15
94,1,"10",1,0.317060122261048,0.00927497656834871,0.84844328019727,0.119325684348096,0.476396850410368,"Poultry",2012,15
95,1,"11",1,0.207135935770965,0.00154791227924476,0.69139629355224,0.0564515338422287,0.308349519220379,"Poultry",2012,10
96,1,"12",1,0.53957011548489,0.0466482809232125,0.983733277766891,0.309547208363486,0.778577294451076,"Poultry",2012,10
97,1,"1",1,0.646306817884757,0.0954880218477924,0.984570443020346,0.450606281064448,0.874504220884587,"Poultry",2013,14
98,1,"2",1,0.74787014106287,0.096788686135345,0.999974137939573,0.585644614003325,0.974057328721702,"Poultry",2013,3
99,1,"3",1,0.446952923033792,0.0100648584120571,0.925877125236945,0.236993571648312,0.647590751537913,"Poultry",2013,8
100,1,"4",1,0.0822861963258921,1.55833169839453e-06,0.705102609554857,0.000549818033539644,0.0622874808509346,"Poultry",2013,1
101,1,"5",1,0.302168452724395,0.000137700772762616,0.943005911216011,0.0384841504026829,0.51810441493789,"Poultry",2013,3
102,1,"6",1,0.0755576029346973,1.32105979787925e-05,0.451244550841931,0.00293516674693259,0.0920644821150103,"Poultry",2013,8
103,1,"7",1,0.365516792075006,0.0036089600547627,0.935676717653683,0.123291255439124,0.571477180509507,"Poultry",2013,15
104,1,"8",1,0.158178965360423,0.000403819012264075,0.601414496356173,0.0372237440018997,0.228456221404688,"Poultry",2013,11
105,1,"9",1,0.0716315240023468,6.02820807625216e-07,0.475055109761531,0.000449697727163234,0.0812756866196734,"Poultry",2013,17
106,1,"10",1,0.400643466344376,0.0123761672359969,0.912091281375167,0.176786200970568,0.604618449975633,"Poultry",2013,13
107,1,"11",1,0.127710364562148,0.00139154887160886,0.473413320299137,0.034596176162214,0.179761681264812,"Poultry",2013,23
