"identity","X","p","Source","lc","50%","uc"
54,"(Intercept)",0.986744582058043,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
55,"(Intercept)",0.963171403674451,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
56,"(Intercept)",0.827406417016984,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
57,"(Intercept)",0.814946235371869,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
58,"(Intercept)",0.977236779235306,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
59,"(Intercept)",0.0577131384974415,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
60,"(Intercept)",0.741175078582269,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
61,"(Intercept)",0.691410629834571,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
62,"(Intercept)",0.128970809564445,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
63,"(Intercept)",0.998844497699526,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
64,"(Intercept)",0.385095943564395,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
65,"(Intercept)",0.983458523268788,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
66,"(Intercept)",0.974023259919255,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
67,"(Intercept)",0.262932839296698,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
68,"(Intercept)",0.998241339965896,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
69,"(Intercept)",0.654847118921974,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
70,"(Intercept)",0.300956780836804,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
71,"(Intercept)",0.985435930579516,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
72,"(Intercept)",0.927860344878185,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
73,"(Intercept)",0.80329748868961,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
74,"(Intercept)",0.950302026737947,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
75,"(Intercept)",0.529427963937537,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
76,"(Intercept)",0.143853761488023,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
77,"(Intercept)",0.889072050097195,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
78,"(Intercept)",0.764543626725482,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
80,"(Intercept)",0.979100588744514,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
81,"(Intercept)",0.946851362365192,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
82,"(Intercept)",0.349150848362588,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
83,"(Intercept)",0.984975083754851,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
84,"(Intercept)",0.839633601470434,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
85,"(Intercept)",0.164828233260136,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
86,"(Intercept)",0.991350617071915,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
87,"(Intercept)",0.987172770748478,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
88,"(Intercept)",0.930766459586248,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
89,"(Intercept)",0.205431191904505,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
90,"(Intercept)",0.841325292823064,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
91,"(Intercept)",0.968137531462212,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
92,"(Intercept)",0.134815828536358,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
93,"(Intercept)",0.975891606944415,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
94,"(Intercept)",0.992585968571405,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
95,"(Intercept)",0.894176728150231,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
96,"(Intercept)",0.992361960104405,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
97,"(Intercept)",0.986807759287611,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
98,"(Intercept)",0.995435848418921,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
99,"(Intercept)",0.572757109759246,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
100,"(Intercept)",0.609889556244914,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
101,"(Intercept)",0.995921249318756,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
102,"(Intercept)",0.949787205810503,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
103,"(Intercept)",0.934740153378731,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
104,"(Intercept)",0.89785710738883,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
105,"(Intercept)",0.945714628422119,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
106,"(Intercept)",0.997234710382331,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
107,"(Intercept)",0.93692679310787,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
108,"(Intercept)",0.995400367994556,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
109,"(Intercept)",0.537513114991279,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
110,"(Intercept)",0.688850279132339,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
111,"(Intercept)",0.954322222368591,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
112,"(Intercept)",0.996881739383483,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
114,"(Intercept)",0.97970532185489,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
115,"(Intercept)",0.835339662386672,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
116,"(Intercept)",0.779437212257182,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
117,"(Intercept)",0.636303076427984,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
118,"(Intercept)",0.940470916234773,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
119,"(Intercept)",0.98689072961091,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
120,"(Intercept)",0.934758237664724,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
121,"(Intercept)",0.855894652487422,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
122,"(Intercept)",0.291047331935131,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
123,"(Intercept)",0.49874280075505,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
124,"(Intercept)",0.859929424099062,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
125,"(Intercept)",0.959729522241648,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
126,"(Intercept)",0.938417025666182,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
127,"(Intercept)",0.964480196778878,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
128,"(Intercept)",0.956995404043077,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
129,"(Intercept)",0.997927551385201,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
130,"(Intercept)",0.577778774818006,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
131,"(Intercept)",0.929246468066891,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
133,"(Intercept)",0.929951166314672,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
134,"(Intercept)",0.832809532273166,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
135,"(Intercept)",0.924591429777192,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
136,"(Intercept)",0.807505001454387,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
137,"(Intercept)",0.829616920930481,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
138,"(Intercept)",0.463401239195673,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
139,"(Intercept)",0.196151891959169,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
140,"(Intercept)",0.491813537315866,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
142,"(Intercept)",0.0659869127245873,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
143,"(Intercept)",0.295732669861027,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
145,"(Intercept)",0.96761939730248,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
146,"(Intercept)",0.982455481409829,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
147,"(Intercept)",0.99595122360412,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
148,"(Intercept)",0.49444190834721,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
149,"(Intercept)",0.749298281870263,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
150,"(Intercept)",0.833969809354193,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
151,"(Intercept)",0.755626465332789,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
152,"(Intercept)",0.983661022888905,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
154,"(Intercept)",0.994308115771937,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
155,"(Intercept)",0.99776635516517,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
156,"(Intercept)",0.971819171082766,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
157,"(Intercept)",0.407746474217275,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
158,"(Intercept)",0.901542912001978,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
159,"(Intercept)",0.985362396403078,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
160,"(Intercept)",0.934581066038702,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
161,"(Intercept)",0.632875971188313,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
162,"(Intercept)",0.0704616060630481,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
163,"(Intercept)",0.90441919442641,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
164,"(Intercept)",0.907441658856493,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
165,"(Intercept)",0.673454444001731,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
166,"(Intercept)",0.217209993924351,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
167,"(Intercept)",0.760862202562026,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
168,"(Intercept)",0.83556551775747,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
169,"(Intercept)",0.903280722566779,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
170,"(Intercept)",0.700861690506372,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
171,"(Intercept)",0.83051875822517,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
172,"(Intercept)",0.960645694480829,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
173,"(Intercept)",0.858677639651166,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
174,"(Intercept)",0.632809704108188,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
175,"(Intercept)",0.992206923269916,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
176,"(Intercept)",0.742341497960679,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
177,"(Intercept)",0.993281953767837,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
178,"(Intercept)",0.995429590290129,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
179,"(Intercept)",0.966210122851747,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
180,"(Intercept)",0.686116670510235,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
181,"(Intercept)",0.751051528635293,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
182,"(Intercept)",0.523717642256819,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
183,"(Intercept)",0.972267428514165,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
184,"(Intercept)",0.987675807859501,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
185,"(Intercept)",0.934184681124811,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
186,"(Intercept)",0.868648935201859,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
187,"(Intercept)",0.471553058868276,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
188,"(Intercept)",0.937081272412538,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
189,"(Intercept)",0.977475757445287,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
190,"(Intercept)",0.955103385948486,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
191,"(Intercept)",0.898082634632696,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
192,"(Intercept)",0.910375250128016,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
193,"(Intercept)",0.711340943717768,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
194,"(Intercept)",0.908264369921297,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
195,"(Intercept)",0.776678816297904,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
196,"(Intercept)",0.975492755717369,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
197,"(Intercept)",0.973761614894042,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
198,"(Intercept)",0.96745563128473,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
199,"(Intercept)",0.235235972778953,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
200,"(Intercept)",0.942887018483577,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
201,"(Intercept)",0.0692297664860739,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
202,"(Intercept)",0.574908448683909,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
203,"(Intercept)",0.991947187809002,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
204,"(Intercept)",0.665466549004343,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
205,"(Intercept)",0.925276145161337,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
207,"(Intercept)",0.870322666683942,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
208,"(Intercept)",0.962873671591818,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
209,"(Intercept)",0.273660754273432,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
210,"(Intercept)",0.987710522920787,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
211,"(Intercept)",0.285145470664985,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
212,"(Intercept)",0.886516210744673,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
213,"(Intercept)",0.997097385091123,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
214,"(Intercept)",0.594198549840965,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
215,"(Intercept)",0.537598801148067,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
216,"(Intercept)",0.961043688999997,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
217,"(Intercept)",0.917840259017229,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
218,"(Intercept)",0.97582746465528,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
219,"(Intercept)",0.99412877892999,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
220,"(Intercept)",0.884617409555163,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
221,"(Intercept)",0.965360714998636,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
222,"(Intercept)",0.986301368333577,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
224,"(Intercept)",0.529099249832927,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
225,"(Intercept)",0.877357399509986,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
226,"(Intercept)",0.759646789890562,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
227,"(Intercept)",0.914805488827481,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
228,"(Intercept)",0.76073621806543,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
229,"(Intercept)",0.905791358107705,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
230,"(Intercept)",0.0669488808944913,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
231,"(Intercept)",0.723002839497184,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
232,"(Intercept)",0.861832742488079,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
233,"(Intercept)",0.796595622963543,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
234,"(Intercept)",0.934772302740258,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
235,"(Intercept)",0.952286845003623,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
236,"(Intercept)",0.997292191471248,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
237,"(Intercept)",0.964700780414203,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
238,"(Intercept)",0.962696356222415,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
239,"(Intercept)",0.870056920090448,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
240,"(Intercept)",0.992705504216268,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
241,"(Intercept)",0.967207442013303,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
242,"(Intercept)",0.663675552963146,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
243,"(Intercept)",0.811478236326551,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
244,"(Intercept)",0.866855588310707,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
245,"(Intercept)",0.991379673136414,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
246,"(Intercept)",0.768225564457052,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
247,"(Intercept)",0.904322962231403,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
248,"(Intercept)",0.88360110200176,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
249,"(Intercept)",0.868809506687759,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
250,"(Intercept)",0.802312847141863,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
251,"(Intercept)",0.952494136657702,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
252,"(Intercept)",0.746973713953771,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
253,"(Intercept)",0.674833526063257,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
254,"(Intercept)",0.74814256840064,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
255,"(Intercept)",0.704032710610704,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
256,"(Intercept)",0.447362366614687,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
257,"(Intercept)",0.945899159885778,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
258,"(Intercept)",0.987699027281781,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
259,"(Intercept)",0.696853329418587,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
260,"(Intercept)",0.853204839096899,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
261,"(Intercept)",0.448567171918607,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
262,"(Intercept)",0.449548833699543,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
263,"(Intercept)",0.988414127818539,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
264,"(Intercept)",0.760562036020634,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
265,"(Intercept)",0.166988346747274,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
266,"(Intercept)",0.865673164582378,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
267,"(Intercept)",0.935706126527059,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
268,"(Intercept)",0.867851813580177,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
269,"(Intercept)",0.975726038458729,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
270,"(Intercept)",0.979836029511714,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
271,"(Intercept)",0.93126589392918,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
272,"(Intercept)",0.985325996542235,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
274,"(Intercept)",0.910320864797272,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
275,"(Intercept)",0.448051156838594,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
276,"(Intercept)",0.94366649571838,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
277,"(Intercept)",0.956695539874963,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
278,"(Intercept)",0.937263714866953,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
280,"(Intercept)",0.184648756656217,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
281,"(Intercept)",0.963582879800795,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
282,"(Intercept)",0.998366539155556,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
283,"(Intercept)",0.362620188101294,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
284,"(Intercept)",0.937141848214361,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
285,"(Intercept)",0.623468122605307,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
286,"(Intercept)",0.656950096364714,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
287,"(Intercept)",0.925242004320011,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
289,"(Intercept)",0.74798515697947,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
290,"(Intercept)",0.996328255064079,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
291,"(Intercept)",0.976995384172181,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
292,"(Intercept)",0.554841087817538,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
294,"(Intercept)",0.980995346975256,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
295,"(Intercept)",0.720114144312777,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
296,"(Intercept)",0.915351940353636,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
297,"(Intercept)",0.456402384452586,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
298,"(Intercept)",0.597486590088778,"Cattle",0.0524294262578098,0.902005919145787,0.998855404350076
